<< value = [9, 0.0, 0.0]; time = 0.0>>
<< value = [8, 0.0, 0.0]; time = 1>>
<< value = [5, 0.0, 0.0]; time = 2.0>>
<< value = [2, 0.0, 0.0]; time = 3.0>>
<< value = [3, 0.0, 0.0]; time = 4.0>>
<< value = [8, 0.0, 0.0]; time = 5.0>>
<< value = [2, 0.0, 0.0]; time = 6.0>>
<< value = [9, 0.0, 0.0]; time = 7.0>>
<< value = [7, 0.0, 0.0]; time = 8.0>>
<< value = [4, 0.0, 0.0]; time = 9.0>>
<< value = [4, 0.0, 0.0]; time = 10.0>>
<< value = [2, 0.0, 0.0]; time = 11.0>>
<< value = [10, 0.0, 0.0]; time = 12.0>>
<< value = [0, 0.0, 0.0]; time = 13.0>>
<< value = [3, 0.0, 0.0]; time = 14.0>>
<< value = [8, 0.0, 0.0]; time = 15.0>>
<< value = [3, 0.0, 0.0]; time = 16.0>>
<< value = [0, 0.0, 0.0]; time = 17.0>>
<< value = [2, 0.0, 0.0]; time = 18.0>>
<< value = [2, 0.0, 0.0]; time = 19.0>>
<< value = [6, 0.0, 0.0]; time = 20.0>>
<< value = [1, 0.0, 0.0]; time = 21.0>>
<< value = [9, 0.0, 0.0]; time = 22.0>>
<< value = [4, 0.0, 0.0]; time = 23.0>>
<< value = [4, 0.0, 0.0]; time = 24.0>>
<< value = [1, 0.0, 0.0]; time = 25.0>>
<< value = [0, 0.0, 0.0]; time = 26.0>>
<< value = [0, 0.0, 0.0]; time = 27.0>>
<< value = [3, 0.0, 0.0]; time = 28.0>>
<< value = [8, 0.0, 0.0]; time = 29.0>>
<< value = [6, 0.0, 0.0]; time = 30.0>>
<< value = [7, 0.0, 0.0]; time = 31.0>>
<< value = [5, 0.0, 0.0]; time = 32.0>>
<< value = [10, 0.0, 0.0]; time = 33.0>>
<< value = [4, 0.0, 0.0]; time = 34.0>>
<< value = [9, 0.0, 0.0]; time = 35.0>>
<< value = [0, 0.0, 0.0]; time = 36.0>>
<< value = [3, 0.0, 0.0]; time = 37.0>>
<< value = [9, 0.0, 0.0]; time = 38.0>>
<< value = [9, 0.0, 0.0]; time = 39.0>>
<< value = [4, 0.0, 0.0]; time = 40.0>>
<< value = [9, 0.0, 0.0]; time = 41.0>>
<< value = [4, 0.0, 0.0]; time = 42.0>>
<< value = [5, 0.0, 0.0]; time = 43.0>>
<< value = [6, 0.0, 0.0]; time = 44.0>>
<< value = [1, 0.0, 0.0]; time = 45.0>>
<< value = [5, 0.0, 0.0]; time = 46.0>>
<< value = [9, 0.0, 0.0]; time = 47.0>>
<< value = [0, 0.0, 0.0]; time = 48.0>>
<< value = [2, 0.0, 0.0]; time = 49.0>>
<< value = [7, 0.0, 0.0]; time = 50.0>>
<< value = [3, 0.0, 0.0]; time = 51.0>>
<< value = [4, 0.0, 0.0]; time = 52.0>>
<< value = [3, 0.0, 0.0]; time = 53.0>>
<< value = [6, 0.0, 0.0]; time = 54.0>>
<< value = [7, 0.0, 0.0]; time = 55.0>>
<< value = [5, 0.0, 0.0]; time = 56.0>>
<< value = [8, 0.0, 0.0]; time = 57.0>>
<< value = [10, 0.0, 0.0]; time = 58.0>>
<< value = [1, 0.0, 0.0]; time = 59.0>>
<< value = [7, 0.0, 0.0]; time = 60.0>>
<< value = [0, 0.0, 0.0]; time = 61.0>>
<< value = [6, 0.0, 0.0]; time = 62.0>>
<< value = [8, 0.0, 0.0]; time = 63.0>>
<< value = [1, 0.0, 0.0]; time = 64.0>>
<< value = [2, 0.0, 0.0]; time = 65.0>>
<< value = [2, 0.0, 0.0]; time = 66.0>>
<< value = [7, 0.0, 0.0]; time = 67.0>>
<< value = [6, 0.0, 0.0]; time = 68.0>>
<< value = [10, 0.0, 0.0]; time = 69.0>>
<< value = [2, 0.0, 0.0]; time = 70.0>>
<< value = [8, 0.0, 0.0]; time = 71.0>>
<< value = [3, 0.0, 0.0]; time = 72.0>>
<< value = [3, 0.0, 0.0]; time = 73.0>>
<< value = [8, 0.0, 0.0]; time = 74.0>>
<< value = [7, 0.0, 0.0]; time = 75.0>>
<< value = [8, 0.0, 0.0]; time = 76.0>>
<< value = [9, 0.0, 0.0]; time = 77.0>>
<< value = [5, 0.0, 0.0]; time = 78.0>>
<< value = [6, 0.0, 0.0]; time = 79.0>>
<< value = [7, 0.0, 0.0]; time = 80.0>>
<< value = [4, 0.0, 0.0]; time = 81.0>>
<< value = [5, 0.0, 0.0]; time = 82.0>>
<< value = [4, 0.0, 0.0]; time = 83.0>>
<< value = [4, 0.0, 0.0]; time = 84.0>>
<< value = [9, 0.0, 0.0]; time = 85.0>>
<< value = [6, 0.0, 0.0]; time = 86.0>>
<< value = [10, 0.0, 0.0]; time = 87.0>>
<< value = [7, 0.0, 0.0]; time = 88.0>>
<< value = [10, 0.0, 0.0]; time = 89.0>>
<< value = [3, 0.0, 0.0]; time = 90.0>>
<< value = [0, 0.0, 0.0]; time = 91.0>>
<< value = [3, 0.0, 0.0]; time = 92.0>>
<< value = [4, 0.0, 0.0]; time = 93.0>>
